Order ID,Order Date,Order Priority,Order Quantity,Discount,Ship Mode,Unit Price,Shipping Cost,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin
5957,12/26/2017,High,15,0.05,Regular Air,4.28,6.72,Ionia McGrath,Alabama,36830,South,Small Business,Office Supplies,Paper,Xerox 1927,Small Box,0.4
5957,12/26/2017,High,3,0.03,Delivery Truck,150.98,66.27,Ionia McGrath,Alabama,36830,South,Small Business,Furniture,Bookcases,Bush Mission Pointe Library,Jumbo Box,0.65
5957,12/26/2017,High,23,0.1,Regular Air,20.99,4.81,Ionia McGrath,Alabama,36830,South,Small Business,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,0.58
5958,9/15/2018,Medium,21,0.09,Delivery Truck,159.31,60,Giulietta Dortch,Georgia,39901,South,Small Business,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum,0.55
5958,9/15/2018,Medium,3,0.03,Regular Air,699.99,24.49,Giulietta Dortch,Georgia,39901,South,Small Business,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.41
5984,6/18/2016,Low,11,0.03,Regular Air,7.96,4.95,Eric Barreto,Maryland,21230,South,Consumer,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,0.41
5984,6/18/2016,Low,37,0.06,Regular Air,10.89,4.5,Eric Barreto,Maryland,21230,South,Consumer,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59
5984,6/18/2016,Low,42,0.03,Regular Air,10.64,5.16,Eric Barreto,Maryland,21230,South,Consumer,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57
5986,4/22/2019,High,48,0.08,Regular Air,120.98,3.99,Filia McAdams,Arizona,86556,West,Small Business,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Small Box,0.6
5986,4/22/2019,High,20,0.05,Delivery Truck,50.98,14.19,Filia McAdams,Arizona,86556,West,Small Business,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.56
5986,4/22/2019,High,41,0.03,Regular Air,4.89,4.93,Filia McAdams,Arizona,86556,West,Small Business,Technology,Computer Peripherals,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66
5988,11/21/2017,Not Specified,40,0.1,Express Air,499.99,24.49,Sanjit Chand,Michigan,49634,Central,Home Office,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,0.36
5989,10/14/2018,Medium,21,0.06,Regular Air,2.78,1.34,Ellis Ballard,Florida,32099,South,Corporate,Office Supplies,Pens & Art Supplies,Prang Drawing Pencil Set,Wrap Bag,0.45
5989,10/14/2018,Medium,6,0.1,Regular Air,25.98,5.37,Ellis Ballard,Florida,32099,South,Corporate,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,0.5
5990,4/7/2017,Critical,9,0.06,Regular Air,6.48,6.35,Eric Murdock,Maryland,21794,South,Home Office,Office Supplies,Paper,Xerox 200,Small Box,0.37
6016,1/20/2019,High,19,0.07,Regular Air,11.48,5.43,Skye Norling,New Jersey,7010,East,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box,0.36
6018,8/19/2019,Low,39,0,Regular Air,5.08,2.03,Toby Grace,Georgia,30002,South,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,0.51
6018,8/19/2019,Low,2,0.07,Regular Air,55.98,13.88,Toby Grace,Georgia,30002,South,Home Office,Office Supplies,Paper,Xerox 1882,Small Box,0.36
6020,9/22/2016,Medium,23,0.09,Regular Air,2.88,0.99,Arianne Irving,Texas,78702,Central,Corporate,Office Supplies,Labels,Avery 514,Small Box,0.36
6050,3/28/2017,Low,47,0.08,Regular Air,209.37,69,Phillip Flathmann,Nebraska,68016,Central,Small Business,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box,0.79
6050,3/28/2017,Low,3,0.06,Delivery Truck,80.97,33.6,Phillip Flathmann,Nebraska,68016,Central,Small Business,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,0.37
6053,12/11/2017,Medium,4,0.04,Regular Air,3.8,1.49,Maureen Fritzler,Washington,98625,West,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38
6054,9/8/2018,Low,6,0.05,Express Air,2.08,5.33,Aleksandra Gannaway,Washington,98601,West,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,0.43
6054,9/8/2018,Low,43,0.08,Express Air,15.42,10.68,Aleksandra Gannaway,Washington,98601,West,Corporate,Office Supplies,Storage & Organization,"Decoflex Hanging Personal Folder File, Blue",Small Box,0.58
6086,9/22/2018,Critical,48,0.04,Regular Air,35.44,19.99,Michael Kennedy,Texas,77037,Central,Corporate,Office Supplies,Paper,Xerox 1880,Small Box,0.38
6112,8/24/2016,Medium,10,0.02,Delivery Truck,146.05,80.2,Arianne Irving,Texas,78702,Central,Corporate,Furniture,Tables,BPI Conference Tables,Jumbo Box,0.71
6112,8/24/2016,Medium,31,0.06,Regular Air,65.99,5.92,Arianne Irving,Texas,78702,Central,Corporate,Technology,Telephones and Communication,252,Small Box,0.55
6115,9/11/2017,Medium,25,0.1,Regular Air,17.78,5.03,Matt Collins,Michigan,48001,Central,Consumer,Furniture,Office Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Small Box,0.54
6116,3/21/2016,Medium,7,0.01,Regular Air,19.98,4,Barry Weirich,Maryland,21230,South,Corporate,Technology,Computer Peripherals,Belkin 105-Key Black Keyboard,Small Box,0.68
6116,3/21/2016,Medium,6,0.04,Regular Air,1637.53,24.49,Barry Weirich,Maryland,21230,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box,0.81
6117,12/22/2019,Critical,7,0.07,Regular Air,22.23,5.08,Annie Thurman,Idaho,83465,West,Home Office,Furniture,Office Furnishings,"Executive Impressions 14""",Small Pack,0.41
6144,6/22/2016,Critical,4,0.03,Delivery Truck,348.21,40.19,Ralph Kennedy,Utah,84663,West,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62
6144,6/22/2016,Critical,24,0.07,Regular Air,2.88,0.5,Ralph Kennedy,Utah,84663,West,Corporate,Office Supplies,Labels,Avery 492,Small Box,0.39
6148,12/24/2018,Medium,18,0.05,Express Air,20.28,6.68,Mathew Reese,North Carolina,28909,South,Small Business,Furniture,Office Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Small Box,0.53
6148,12/24/2018,Medium,50,0.05,Regular Air,10.64,5.16,Mathew Reese,North Carolina,28909,South,Small Business,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57
6150,10/2/2019,Critical,38,0.06,Regular Air,4.98,0.8,Mitch Gastineau,New York,10501,East,Small Business,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36
6179,6/3/2016,Not Specified,50,0.09,Regular Air,9.78,1.39,Elpida Rittenbach,Illinois,62541,Central,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.39
6179,6/3/2016,Not Specified,15,0,Regular Air,200.99,8.08,Elpida Rittenbach,Illinois,62541,Central,Consumer,Technology,Telephones and Communication,5125,Small Box,0.59
6180,4/11/2018,Medium,44,0.01,Regular Air,65.99,3.99,Sung Chung,South Carolina,29941,South,Home Office,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59
6182,7/22/2019,Low,18,0.04,Express Air,6.48,7.86,Grant Carroll,Mass,2139,East,Corporate,Office Supplies,Paper,Xerox 213,Small Box,0.37
6182,7/22/2019,Low,40,0.04,Regular Air,6.48,6.65,Grant Carroll,Mass,2139,East,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36
6183,6/16/2019,Medium,41,0.02,Regular Air,48.94,5.86,Ionia McGrath,Alabama,36830,South,Small Business,Office Supplies,Paper,Xerox 1916,Small Box,0.35
6211,11/24/2016,Critical,28,0.01,Regular Air,2.16,6.05,Nona Balk,Virginia,23664,South,Corporate,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,Small Box,0.37
6211,11/24/2016,Critical,3,0.07,Regular Air,21.38,8.99,Nona Balk,Virginia,23664,South,Corporate,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.59
6241,12/30/2016,Low,29,0,Regular Air,205.99,8.99,Henry Goldwyn,Illinois,62560,Central,Small Business,Technology,Telephones and Communication,StarTAC 8000,Small Box,0.6
6241,12/30/2016,Low,24,0.08,Express Air,5.84,1,Henry Goldwyn,Illinois,62560,Central,Small Business,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag,0.38
6246,10/22/2016,Not Specified,13,0.06,Regular Air,3.93,0.99,Philip Brown,Utah,84415,West,Home Office,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,Wrap Bag,0.39
6272,2/28/2017,High,8,0.09,Express Air,55.99,2.5,Randy Ferguson,Florida,32119,South,Corporate,Technology,Telephones and Communication,Accessory28,Small Pack,0.83
6272,2/28/2017,High,33,0.05,Regular Air,14.98,8.99,Randy Ferguson,Florida,32119,South,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39
6272,2/28/2017,High,48,0,Delivery Truck,124.49,51.94,Randy Ferguson,Florida,32119,South,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63
6272,2/28/2017,High,31,0.03,Regular Air,105.98,13.99,Randy Ferguson,Florida,32119,South,Corporate,Furniture,Office Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Medium Box,0.65
6274,7/14/2018,Not Specified,22,0.05,Express Air,1.74,4.08,Eugene Moren,Washington,99403,West,Home Office,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Pack,0.53
6279,1/30/2017,Critical,49,0.01,Regular Air,67.28,19.99,Katrina Willman,Nebraska,68155,Central,Consumer,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,Small Box,0.4
6304,8/11/2018,High,30,0.01,Regular Air,6.48,6.65,Adam Shillingsburg,South Carolina,29001,South,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,0.36
6309,6/9/2017,Medium,10,0.01,Regular Air,2.88,0.99,Art Miller,Illinois,62999,Central,Corporate,Office Supplies,Labels,Avery 474,Small Box,0.36
6310,5/4/2016,Not Specified,27,0.08,Regular Air,8.09,7.96,Katharine Harms,New York,14210,East,Consumer,Furniture,Office Furnishings,"6"" Cubicle Wall Clock, Black",Small Box,0.49
6311,2/11/2017,Medium,18,0.04,Regular Air,85.99,10.78,Anna Gayman,Mass,2054,East,Corporate,Technology,Telephones and Communication,3395,Small Box,0.58
6336,8/28/2018,High,43,0.01,Express Air,7.1,6.05,Joseph Holt,South Carolina,29941,South,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39
6337,8/31/2018,Not Specified,1,0.07,Delivery Truck,376.13,85.63,Justin Knight,Michigan,49971,Central,Corporate,Furniture,Tables,Bretford Rectangular Conference Table Tops,Jumbo Box,0.74
6337,8/31/2018,Not Specified,48,0.01,Regular Air,70.71,37.58,Justin Knight,Michigan,49971,Central,Corporate,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78
6339,12/12/2019,Critical,20,0.05,Regular Air,14.98,7.69,Jonathan Doherty,Ohio,43567,Central,Corporate,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box,0.57
6368,2/23/2016,Not Specified,40,0,Delivery Truck,442.14,14.7,Anthony O'Donnell,Alabama,35480,South,Corporate,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,Jumbo Drum,0.56
6369,12/20/2016,High,30,0.1,Delivery Truck,550.98,45.7,Guy Thornton,New Mexico,87001,West,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,0.71
6373,1/23/2019,Not Specified,1,0.01,Regular Air,60.97,4.5,Denise Leinenbach,Maryland,21022,South,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56
6374,8/7/2018,Critical,29,0.07,Express Air,31.11,3.6,Ricardo Emerson,Arizona,85071,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Small Pack,0.64
6374,8/7/2018,Critical,1,0.01,Regular Air,1.48,0.7,Ricardo Emerson,Arizona,85071,West,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37
6402,4/23/2018,Low,35,0.01,Regular Air,10.23,4.68,Nathan Mautz,Alabama,35077,South,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack,0.59
6403,2/11/2018,Low,41,0,Regular Air,419.19,19.99,John Lucas,Maryland,21290,South,Small Business,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,0.58
6406,8/15/2016,Critical,43,0.05,Regular Air,2.08,2.56,Mick Crebagga,Illinois,62999,Central,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Kleencut® Forged Office Shears by Acme United Corporation,Small Pack,0.55
6432,11/10/2018,Critical,30,0.08,Regular Air,10.89,4.5,Lena Creighton,Washington,99403,West,Corporate,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,Small Box,0.59
6433,11/22/2018,Medium,41,0.01,Regular Air,3.69,0.5,Matt Collister,Idaho,83877,West,Home Office,Office Supplies,Labels,Avery 487,Small Box,0.38
6434,6/8/2016,High,13,0.07,Regular Air,4.76,0.88,Rob Haberlin,Michigan,49877,Central,Corporate,Office Supplies,Paper,Wirebound Voice Message Log Book,Wrap Bag,0.39
6438,5/16/2017,Not Specified,7,0.02,Regular Air,9.77,6.02,Anna Haberlin,Utah,84014,West,Corporate,Furniture,Office Furnishings,DAX Solid Wood Frames,Medium Box,0.48
6438,5/16/2017,Not Specified,38,0.06,Regular Air,5.98,5.2,Anna Haberlin,Utah,84014,West,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.36
6464,5/29/2016,Medium,1,0.07,Regular Air,60.97,4.5,Ralph Arnett,Idaho,83201,West,Consumer,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56
6464,5/29/2016,Medium,42,0,Regular Air,90.98,56.2,Ralph Arnett,Idaho,83201,West,Consumer,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Medium Box,0.74
6465,8/12/2018,Low,36,0.06,Express Air,6.88,2,Alan Shonely,Colorado,80230,West,Small Business,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag,0.39
6498,3/18/2016,Medium,38,0.01,Express Air,8.12,2.83,Julie Prescott,Wisconsin,53006,Central,Home Office,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77
6500,10/13/2019,Critical,20,0.06,Regular Air,1.95,1.63,Tony Sayre,New York,501,East,Home Office,Office Supplies,Pens & Art Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Wrap Bag,0.46
6500,10/13/2019,Critical,15,0.1,Regular Air,30.42,8.65,Tony Sayre,New York,501,East,Home Office,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74
6501,1/13/2019,High,35,0.06,Regular Air,6.48,6.74,Arianne Irving,Texas,78702,Central,Corporate,Office Supplies,Paper,Xerox 215,Small Box,0.37
6501,1/13/2019,High,46,0.09,Regular Air,125.99,7.69,Arianne Irving,Texas,78702,Central,Corporate,Technology,Telephones and Communication,Timeport L7089,Small Box,0.58
6502,8/20/2018,Medium,16,0.1,Express Air,7.64,5.83,Max Jones,Washington,98310,West,Home Office,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36
6502,8/20/2018,Medium,30,0.05,Regular Air,9.99,5.12,Max Jones,Washington,98310,West,Home Office,Office Supplies,Paper,Xerox 1948,Small Box,0.4
6529,11/27/2019,Medium,35,0.04,Regular Air,2.62,0.8,Cynthia Arntzen,Texas,79080,Central,Small Business,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39
6531,7/17/2017,High,28,0.06,Regular Air,19.84,4.1,Jill Fjeld,Colorado,80001,West,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.44
6531,7/17/2017,High,42,0.05,Regular Air,4.37,5.15,Jill Fjeld,Colorado,80001,West,Home Office,Office Supplies,Appliances,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Small Box,0.59
6535,6/13/2019,Critical,11,0.07,Express Air,28.15,8.99,Adrian Hane,Mass,2054,East,Corporate,Office Supplies,Pens & Art Supplies,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Small Pack,0.57
6560,1/4/2018,Low,20,0.09,Regular Air,8.67,3.5,Max Ludwig,Virginia,23664,South,Corporate,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box,0.58
6560,1/4/2018,Low,37,0.04,Delivery Truck,280.98,35.67,Max Ludwig,Virginia,23664,South,Corporate,Furniture,Tables,Global Adaptabilities™ Conference Tables,Jumbo Box,0.66
6562,12/21/2016,Critical,12,0.02,Delivery Truck,1360.14,14.7,Brendan Sweed,Wisconsin,53081,Central,Consumer,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.59
6564,1/21/2018,Low,26,0.01,Regular Air,15.98,4,Anne McFarland,Florida,34771,South,Consumer,Technology,Computer Peripherals,Logitech Access Keyboard,Small Box,0.37
6566,5/21/2018,Critical,21,0.01,Regular Air,33.98,1.99,Kean Thornton,Colorado,81655,West,Corporate,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.45
6592,12/2/2016,Low,33,0.07,Express Air,48.91,35,Tamara Chand,Delaware,19895,East,Consumer,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.83
6592,12/2/2016,Low,29,0.09,Regular Air,6.84,8.37,Tamara Chand,Delaware,19895,East,Consumer,Office Supplies,"Scissors, Rulers and Trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Small Pack,0.58
6596,7/21/2018,Low,36,0.02,Delivery Truck,500.98,28.14,Chad Sievert,New Jersey,8823,East,Corporate,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum,0.38
6625,8/15/2017,High,23,0.01,Delivery Truck,880.98,44.55,Roy Skaria,Illinois,60406,Central,Corporate,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62
6656,5/16/2016,Critical,45,0.02,Regular Air,39.06,10.55,Dennis Bolton,New Jersey,7001,East,Small Business,Office Supplies,Binders and Binder Accessories,Ibico Recycled Linen-Style Covers,Small Box,0.37
6656,5/16/2016,Critical,50,0.1,Regular Air,37.7,2.99,Dennis Bolton,New Jersey,7001,East,Small Business,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box,0.35
6661,4/16/2017,Low,47,0.1,Delivery Truck,449.99,49,Clytie Kelty,South Carolina,29001,South,Small Business,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,0.38
6661,4/16/2017,Low,39,0,Regular Air,19.23,6.15,Clytie Kelty,South Carolina,29001,South,Small Business,Furniture,Office Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Small Pack,0.44
6693,5/25/2019,Critical,16,0.09,Regular Air,2.62,0.8,Astrea Jones,Georgia,39859,South,Corporate,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag,0.39
6695,6/28/2019,Low,49,0.08,Express Air,5.81,8.49,Natalie Webber,Ohio,43002,Central,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,0.39
6720,9/9/2017,Not Specified,31,0.03,Regular Air,5.18,5.74,Patrick Jones,Alabama,36344,South,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,Small Box,0.36
6720,9/9/2017,Not Specified,8,0.01,Regular Air,6.3,0.5,Patrick Jones,Alabama,36344,South,Home Office,Office Supplies,Labels,Avery 48,Small Box,0.39
6720,9/9/2017,Not Specified,36,0.08,Delivery Truck,120.98,58.64,Patrick Jones,Alabama,36344,South,Home Office,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box,0.75
6727,8/30/2016,Low,12,0.06,Regular Air,2.89,0.5,Stuart Van,Nebraska,69367,Central,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38
6753,9/26/2017,Low,7,0.04,Regular Air,6.64,4.95,Robert Barroso,California,96121,West,Small Business,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37
6754,8/11/2018,High,13,0.01,Regular Air,205.99,5.26,Bill Overfelt,California,93456,West,Corporate,Technology,Telephones and Communication,i470,Small Box,0.56
6755,5/1/2018,High,20,0.01,Regular Air,7.1,6.05,Kelly Lampkin,Utah,84741,West,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,0.39
6757,2/1/2019,Medium,11,0.1,Delivery Truck,286.85,61.76,Brooke Gillingham,South Carolina,29684,South,Small Business,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box,0.78
6757,2/1/2019,Medium,27,0.1,Regular Air,34.76,8.22,Brooke Gillingham,South Carolina,29684,South,Small Business,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,0.57
6785,5/7/2019,Medium,7,0.03,Regular Air,25.38,8.99,Nathan Mautz,Alabama,35077,South,Home Office,Furniture,Office Furnishings,"Executive Impressions 13"" Chairman Wall Clock",Small Pack,0.5
6788,8/4/2018,Not Specified,6,0.07,Regular Air,1.81,0.75,Bobby Elias,Georgia,31811,South,Small Business,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,0.52
6788,8/4/2018,Not Specified,41,0.02,Express Air,2.94,0.96,Bobby Elias,Georgia,31811,South,Small Business,Office Supplies,Pens & Art Supplies,Newell 343,Wrap Bag,0.58
6791,2/1/2018,Medium,14,0.1,Express Air,51.98,10.17,Lindsay Castell,Nebraska,69367,Central,Small Business,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37
6823,7/22/2016,Not Specified,50,0.01,Regular Air,24.95,2.99,Todd Boyes,Colorado,80746,West,Small Business,Office Supplies,Binders and Binder Accessories,Large Capacity Hanging Post Binders,Small Box,0.39
6823,7/22/2016,Not Specified,31,0,Regular Air,15.98,8.99,Todd Boyes,Colorado,80746,West,Small Business,Technology,Computer Peripherals,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Small Pack,0.64
6848,9/13/2017,High,22,0.1,Regular Air,5.4,7.78,Kelly Collister,Ohio,43270,Central,Consumer,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,0.37
6850,2/12/2017,High,8,0.08,Regular Air,10.01,1.99,Chuck Clark,New York,11769,East,Corporate,Technology,Computer Peripherals,TDK 4.7GB DVD-R,Small Pack,0.41
6850,2/12/2017,High,41,0.08,Regular Air,51.98,10.17,Chuck Clark,New York,11769,East,Corporate,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box,0.37
6850,2/12/2017,High,26,0.05,Delivery Truck,138.75,52.42,Chuck Clark,New York,11769,East,Corporate,Furniture,Tables,Balt Split Level Computer Training Table,Jumbo Box,0.74
6850,2/12/2017,High,34,0.05,Regular Air,64.98,6.88,Chuck Clark,New York,11769,East,Corporate,Office Supplies,Storage & Organization,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Small Box,0.73
6854,1/7/2016,Medium,19,0.05,Express Air,6.64,4.95,Victor Price,North Carolina,27114,South,Consumer,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37
6854,1/7/2016,Medium,1,0.07,Express Air,7.68,6.16,Victor Price,North Carolina,27114,South,Consumer,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box,0.35
6880,5/26/2016,Medium,5,0.06,Regular Air,47.9,5.86,Peter Buhler,Texas,77474,Central,Consumer,Office Supplies,Paper,Xerox 1938,Small Box,0.37
6884,1/16/2016,Low,47,0.04,Regular Air,6.35,1.02,Skye Norling,New Jersey,7010,East,Home Office,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Wrap Bag,0.39
6884,1/16/2016,Low,41,0.01,Regular Air,4.98,4.75,Skye Norling,New Jersey,7010,East,Home Office,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36
6885,6/20/2019,Low,40,0.09,Regular Air,23.99,6.3,Damala Kotsonis,Maryland,21230,South,Corporate,Technology,Office Machines,TI 36X Solar Scientific Calculator,Medium Box,0.38
6885,6/20/2019,Low,4,0.02,Delivery Truck,113.98,30,Damala Kotsonis,Maryland,21230,South,Corporate,Furniture,Chairs & Chairmats,Hon Comfortask® Task/Swivel Chairs,Jumbo Drum,0.69
6886,1/19/2019,High,46,0.08,Regular Air,178.47,19.99,Maureen Gastineau,California,93456,West,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,0.55
6912,12/10/2018,Not Specified,14,0.09,Regular Air,21.78,5.94,Alan Shonely,Colorado,80230,West,Small Business,Office Supplies,Appliances,Holmes HEPA Air Purifier,Medium Box,0.5
6916,6/4/2017,Low,40,0.08,Express Air,10.9,7.46,Andrew Gjertsen,Delaware,19701,East,Consumer,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box,0.59
6918,7/1/2018,Critical,38,0.01,Regular Air,39.48,1.99,Erin Ashbrook,Utah,84121,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54
6947,7/19/2018,Critical,9,0,Regular Air,51.65,18.45,Logan Currie,Texas,78602,Central,Small Business,Furniture,Office Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Medium Box,0.65
6948,12/9/2017,Not Specified,15,0.04,Regular Air,73.98,4,Phillip Breyer,Washington,98601,West,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,0.79
6950,3/27/2019,Low,4,0.08,Regular Air,55.99,3.3,Dianna Arnett,Georgia,39859,South,Home Office,Technology,Telephones and Communication,Accessory24,Small Pack,0.59
6978,12/9/2017,High,47,0.07,Regular Air,8.12,2.83,Art Foster,Illinois,60001,Central,Home Office,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,0.77
6979,2/28/2016,Critical,28,0.03,Regular Air,11.99,5.99,Keith Dawkins,Texas,73301,Central,Home Office,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box,0.36
